kind,id,payload
history,R002137,"{""record_id"":""R002137"",""employee_id"":""E0096"",""event_id"":""EV_004"",""date"":""2026-04-13"",""due_date"":""2026-05-02"",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002138,"{""record_id"":""R002138"",""employee_id"":""E0107"",""event_id"":""EV_020"",""date"":""2026-04-13"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""68"",""feedback_rating"":""2"",""assigned_by"":""self""}"
history,R002139,"{""record_id"":""R002139"",""employee_id"":""E0088"",""event_id"":""EV_010"",""date"":""2026-04-15"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""73"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002140,"{""record_id"":""R002140"",""employee_id"":""E0144"",""event_id"":""EV_036"",""date"":""2026-04-15"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""self""}"
history,R002141,"{""record_id"":""R002141"",""employee_id"":""E0005"",""event_id"":""EV_036"",""date"":""2026-04-17"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""manager""}"
history,R002142,"{""record_id"":""R002142"",""employee_id"":""E0047"",""event_id"":""EV_011"",""date"":""2026-04-17"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R002143,"{""record_id"":""R002143"",""employee_id"":""E0153"",""event_id"":""EV_036"",""date"":""2026-04-17"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""manager""}"
history,R002144,"{""record_id"":""R002144"",""employee_id"":""E0186"",""event_id"":""EV_037"",""date"":""2026-04-17"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R002145,"{""record_id"":""R002145"",""employee_id"":""E0006"",""event_id"":""EV_040"",""date"":""2026-04-20"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R002146,"{""record_id"":""R002146"",""employee_id"":""E0041"",""event_id"":""EV_027"",""date"":""2026-04-20"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R002147,"{""record_id"":""R002147"",""employee_id"":""E0121"",""event_id"":""EV_024"",""date"":""2026-04-20"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""92"",""feedback_rating"":""5"",""assigned_by"":""self""}"
history,R002148,"{""record_id"":""R002148"",""employee_id"":""E0151"",""event_id"":""EV_030"",""date"":""2026-04-20"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R002149,"{""record_id"":""R002149"",""employee_id"":""E0033"",""event_id"":""EV_009"",""date"":""2026-04-21"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""98"",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R002150,"{""record_id"":""R002150"",""employee_id"":""E0034"",""event_id"":""EV_020"",""date"":""2026-04-21"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""90"",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R002151,"{""record_id"":""R002151"",""employee_id"":""E0167"",""event_id"":""EV_028"",""date"":""2026-04-21"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R002152,"{""record_id"":""R002152"",""employee_id"":""E0081"",""event_id"":""EV_008"",""date"":""2026-04-22"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002153,"{""record_id"":""R002153"",""employee_id"":""E0093"",""event_id"":""EV_036"",""date"":""2026-04-23"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R002154,"{""record_id"":""R002154"",""employee_id"":""E0042"",""event_id"":""EV_036"",""date"":""2026-04-24"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R002155,"{""record_id"":""R002155"",""employee_id"":""E0144"",""event_id"":""EV_036"",""date"":""2026-04-24"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R002156,"{""record_id"":""R002156"",""employee_id"":""E0024"",""event_id"":""EV_001"",""date"":""2026-04-27"",""due_date"":""2026-05-27"",""status"":""completed"",""completion_pct"":100,""score"":""88"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002157,"{""record_id"":""R002157"",""employee_id"":""E0024"",""event_id"":""EV_002"",""date"":""2026-04-27"",""due_date"":""2026-05-27"",""status"":""completed"",""completion_pct"":100,""score"":""87"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002158,"{""record_id"":""R002158"",""employee_id"":""E0024"",""event_id"":""EV_003"",""date"":""2026-04-27"",""due_date"":""2026-05-27"",""status"":""completed"",""completion_pct"":100,""score"":""100"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002159,"{""record_id"":""R002159"",""employee_id"":""E0026"",""event_id"":""EV_007"",""date"":""2026-04-27"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R002160,"{""record_id"":""R002160"",""employee_id"":""E0172"",""event_id"":""EV_036"",""date"":""2026-04-27"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""hr""}"
history,R002161,"{""record_id"":""R002161"",""employee_id"":""E0033"",""event_id"":""EV_040"",""date"":""2026-04-28"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002162,"{""record_id"":""R002162"",""employee_id"":""E0093"",""event_id"":""EV_036"",""date"":""2026-04-28"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R002163,"{""record_id"":""R002163"",""employee_id"":""E0183"",""event_id"":""EV_040"",""date"":""2026-04-28"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002164,"{""record_id"":""R002164"",""employee_id"":""E0029"",""event_id"":""EV_037"",""date"":""2026-04-29"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002165,"{""record_id"":""R002165"",""employee_id"":""E0031"",""event_id"":""EV_036"",""date"":""2026-04-29"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""self""}"
history,R002166,"{""record_id"":""R002166"",""employee_id"":""E0109"",""event_id"":""EV_036"",""date"":""2026-04-29"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002167,"{""record_id"":""R002167"",""employee_id"":""E0152"",""event_id"":""EV_039"",""date"":""2026-04-29"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002168,"{""record_id"":""R002168"",""employee_id"":""E0166"",""event_id"":""EV_008"",""date"":""2026-04-29"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R002169,"{""record_id"":""R002169"",""employee_id"":""E0036"",""event_id"":""EV_005"",""date"":""2026-04-30"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""99"",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R002170,"{""record_id"":""R002170"",""employee_id"":""E0098"",""event_id"":""EV_040"",""date"":""2026-04-30"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R002171,"{""record_id"":""R002171"",""employee_id"":""E0111"",""event_id"":""EV_036"",""date"":""2026-04-30"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R002172,"{""record_id"":""R002172"",""employee_id"":""E0137"",""event_id"":""EV_005"",""date"":""2026-04-30"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""87"",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R002173,"{""record_id"":""R002173"",""employee_id"":""E0001"",""event_id"":""EV_001"",""date"":""2026-05-01"",""due_date"":""2026-05-31"",""status"":""completed"",""completion_pct"":100,""score"":""88"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002174,"{""record_id"":""R002174"",""employee_id"":""E0001"",""event_id"":""EV_002"",""date"":""2026-05-01"",""due_date"":""2026-05-31"",""status"":""completed"",""completion_pct"":100,""score"":""93"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002175,"{""record_id"":""R002175"",""employee_id"":""E0001"",""event_id"":""EV_003"",""date"":""2026-05-01"",""due_date"":""2026-05-31"",""status"":""completed"",""completion_pct"":100,""score"":""70"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002176,"{""record_id"":""R002176"",""employee_id"":""E0052"",""event_id"":""EV_036"",""date"":""2026-05-01"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002177,"{""record_id"":""R002177"",""employee_id"":""E0110"",""event_id"":""EV_001"",""date"":""2026-05-01"",""due_date"":""2026-05-31"",""status"":""completed"",""completion_pct"":100,""score"":""75"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002178,"{""record_id"":""R002178"",""employee_id"":""E0110"",""event_id"":""EV_002"",""date"":""2026-05-01"",""due_date"":""2026-05-31"",""status"":""overdue"",""completion_pct"":40,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002179,"{""record_id"":""R002179"",""employee_id"":""E0110"",""event_id"":""EV_003"",""date"":""2026-05-01"",""due_date"":""2026-05-31"",""status"":""completed"",""completion_pct"":100,""score"":""100"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002180,"{""record_id"":""R002180"",""employee_id"":""E0199"",""event_id"":""EV_023"",""date"":""2026-05-01"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""manager""}"
history,R002181,"{""record_id"":""R002181"",""employee_id"":""E0022"",""event_id"":""EV_008"",""date"":""2026-05-05"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""manager""}"
history,R002182,"{""record_id"":""R002182"",""employee_id"":""E0091"",""event_id"":""EV_018"",""date"":""2026-05-05"",""due_date"":"""",""status"":""dropped"",""completion_pct"":70,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R002183,"{""record_id"":""R002183"",""employee_id"":""E0004"",""event_id"":""EV_023"",""date"":""2026-05-06"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""manager""}"
history,R002184,"{""record_id"":""R002184"",""employee_id"":""E0086"",""event_id"":""EV_039"",""date"":""2026-05-06"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002185,"{""record_id"":""R002185"",""employee_id"":""E0022"",""event_id"":""EV_040"",""date"":""2026-05-07"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R002186,"{""record_id"":""R002186"",""employee_id"":""E0053"",""event_id"":""EV_019"",""date"":""2026-05-07"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""manager""}"
history,R002187,"{""record_id"":""R002187"",""employee_id"":""E0065"",""event_id"":""EV_019"",""date"":""2026-05-07"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""manager""}"
history,R002188,"{""record_id"":""R002188"",""employee_id"":""E0189"",""event_id"":""EV_005"",""date"":""2026-05-08"",""due_date"":"""",""status"":""dropped"",""completion_pct"":80,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002189,"{""record_id"":""R002189"",""employee_id"":""E0196"",""event_id"":""EV_005"",""date"":""2026-05-08"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""69"",""feedback_rating"":""4"",""assigned_by"":""manager""}"
history,R002190,"{""record_id"":""R002190"",""employee_id"":""E0058"",""event_id"":""EV_005"",""date"":""2026-05-11"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""95"",""feedback_rating"":""4"",""assigned_by"":""manager""}"
history,R002191,"{""record_id"":""R002191"",""employee_id"":""E0183"",""event_id"":""EV_016"",""date"":""2026-05-11"",""due_date"":"""",""status"":""dropped"",""completion_pct"":60,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002192,"{""record_id"":""R002192"",""employee_id"":""E0001"",""event_id"":""EV_004"",""date"":""2026-05-12"",""due_date"":""2026-05-28"",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""hr""}"
history,R002193,"{""record_id"":""R002193"",""employee_id"":""E0010"",""event_id"":""EV_039"",""date"":""2026-05-12"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002194,"{""record_id"":""R002194"",""employee_id"":""E0037"",""event_id"":""EV_040"",""date"":""2026-05-13"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002195,"{""record_id"":""R002195"",""employee_id"":""E0050"",""event_id"":""EV_011"",""date"":""2026-05-13"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""self""}"
history,R002196,"{""record_id"":""R002196"",""employee_id"":""E0102"",""event_id"":""EV_036"",""date"":""2026-05-13"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002197,"{""record_id"":""R002197"",""employee_id"":""E0163"",""event_id"":""EV_036"",""date"":""2026-05-13"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R002198,"{""record_id"":""R002198"",""employee_id"":""E0102"",""event_id"":""EV_013"",""date"":""2026-05-14"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""98"",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R002199,"{""record_id"":""R002199"",""employee_id"":""E0103"",""event_id"":""EV_005"",""date"":""2026-05-14"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""95"",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R002200,"{""record_id"":""R002200"",""employee_id"":""E0143"",""event_id"":""EV_036"",""date"":""2026-05-14"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002201,"{""record_id"":""R002201"",""employee_id"":""E0144"",""event_id"":""EV_036"",""date"":""2026-05-14"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""self""}"
history,R002202,"{""record_id"":""R002202"",""employee_id"":""E0151"",""event_id"":""EV_028"",""date"":""2026-05-14"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R002203,"{""record_id"":""R002203"",""employee_id"":""E0019"",""event_id"":""EV_008"",""date"":""2026-05-15"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""manager""}"
history,R002204,"{""record_id"":""R002204"",""employee_id"":""E0024"",""event_id"":""EV_004"",""date"":""2026-05-15"",""due_date"":""2026-05-24"",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""hr""}"
history,R002205,"{""record_id"":""R002205"",""employee_id"":""E0092"",""event_id"":""EV_037"",""date"":""2026-05-15"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002206,"{""record_id"":""R002206"",""employee_id"":""E0094"",""event_id"":""EV_036"",""date"":""2026-05-15"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""self""}"
history,R002207,"{""record_id"":""R002207"",""employee_id"":""E0190"",""event_id"":""EV_012"",""date"":""2026-05-15"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""95"",""feedback_rating"":""5"",""assigned_by"":""self""}"
history,R002208,"{""record_id"":""R002208"",""employee_id"":""E0200"",""event_id"":""EV_012"",""date"":""2026-05-15"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002209,"{""record_id"":""R002209"",""employee_id"":""E0073"",""event_id"":""EV_020"",""date"":""2026-05-18"",""due_date"":"""",""status"":""dropped"",""completion_pct"":85,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002210,"{""record_id"":""R002210"",""employee_id"":""E0110"",""event_id"":""EV_004"",""date"":""2026-05-18"",""due_date"":""2026-05-28"",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002211,"{""record_id"":""R002211"",""employee_id"":""E0130"",""event_id"":""EV_009"",""date"":""2026-05-18"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""80"",""feedback_rating"":""5"",""assigned_by"":""hr""}"
history,R002212,"{""record_id"":""R002212"",""employee_id"":""E0135"",""event_id"":""EV_001"",""date"":""2026-05-18"",""due_date"":""2026-06-17"",""status"":""completed"",""completion_pct"":100,""score"":""82"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002213,"{""record_id"":""R002213"",""employee_id"":""E0135"",""event_id"":""EV_002"",""date"":""2026-05-18"",""due_date"":""2026-06-17"",""status"":""completed"",""completion_pct"":100,""score"":""92"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002214,"{""record_id"":""R002214"",""employee_id"":""E0135"",""event_id"":""EV_003"",""date"":""2026-05-18"",""due_date"":""2026-06-17"",""status"":""completed"",""completion_pct"":100,""score"":""83"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002215,"{""record_id"":""R002215"",""employee_id"":""E0144"",""event_id"":""EV_036"",""date"":""2026-05-18"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002216,"{""record_id"":""R002216"",""employee_id"":""E0159"",""event_id"":""EV_001"",""date"":""2026-05-18"",""due_date"":""2026-06-17"",""status"":""overdue"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002217,"{""record_id"":""R002217"",""employee_id"":""E0159"",""event_id"":""EV_002"",""date"":""2026-05-18"",""due_date"":""2026-06-17"",""status"":""overdue"",""completion_pct"":25,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002218,"{""record_id"":""R002218"",""employee_id"":""E0159"",""event_id"":""EV_003"",""date"":""2026-05-18"",""due_date"":""2026-06-17"",""status"":""completed"",""completion_pct"":100,""score"":""98"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002219,"{""record_id"":""R002219"",""employee_id"":""E0164"",""event_id"":""EV_009"",""date"":""2026-05-18"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""86"",""feedback_rating"":""5"",""assigned_by"":""self""}"
history,R002220,"{""record_id"":""R002220"",""employee_id"":""E0159"",""event_id"":""EV_004"",""date"":""2026-05-20"",""due_date"":""2026-06-14"",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002221,"{""record_id"":""R002221"",""employee_id"":""E0063"",""event_id"":""EV_038"",""date"":""2026-05-21"",""due_date"":"""",""status"":""dropped"",""completion_pct"":75,""score"":"""",""feedback_rating"":""2"",""assigned_by"":""self""}"
history,R002222,"{""record_id"":""R002222"",""employee_id"":""E0123"",""event_id"":""EV_013"",""date"":""2026-05-21"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R002223,"{""record_id"":""R002223"",""employee_id"":""E0148"",""event_id"":""EV_036"",""date"":""2026-05-21"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R002224,"{""record_id"":""R002224"",""employee_id"":""E0170"",""event_id"":""EV_036"",""date"":""2026-05-21"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""self""}"
history,R002225,"{""record_id"":""R002225"",""employee_id"":""E0023"",""event_id"":""EV_036"",""date"":""2026-05-22"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""manager""}"
history,R002226,"{""record_id"":""R002226"",""employee_id"":""E0105"",""event_id"":""EV_008"",""date"":""2026-05-22"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""4"",""assigned_by"":""hr""}"
history,R002227,"{""record_id"":""R002227"",""employee_id"":""E0126"",""event_id"":""EV_001"",""date"":""2026-05-22"",""due_date"":""2026-06-21"",""status"":""completed"",""completion_pct"":100,""score"":""74"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002228,"{""record_id"":""R002228"",""employee_id"":""E0126"",""event_id"":""EV_002"",""date"":""2026-05-22"",""due_date"":""2026-06-21"",""status"":""completed"",""completion_pct"":100,""score"":""96"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002229,"{""record_id"":""R002229"",""employee_id"":""E0126"",""event_id"":""EV_003"",""date"":""2026-05-22"",""due_date"":""2026-06-21"",""status"":""completed"",""completion_pct"":100,""score"":""86"",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002230,"{""record_id"":""R002230"",""employee_id"":""E0134"",""event_id"":""EV_036"",""date"":""2026-05-22"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""hr""}"
history,R002231,"{""record_id"":""R002231"",""employee_id"":""E0155"",""event_id"":""EV_007"",""date"":""2026-05-22"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""2"",""assigned_by"":""self""}"
history,R002232,"{""record_id"":""R002232"",""employee_id"":""E0192"",""event_id"":""EV_036"",""date"":""2026-05-22"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002233,"{""record_id"":""R002233"",""employee_id"":""E0199"",""event_id"":""EV_021"",""date"":""2026-05-22"",""due_date"":"""",""status"":""dropped"",""completion_pct"":35,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002234,"{""record_id"":""R002234"",""employee_id"":""E0134"",""event_id"":""EV_026"",""date"":""2026-05-25"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""self""}"
history,R002235,"{""record_id"":""R002235"",""employee_id"":""E0095"",""event_id"":""EV_039"",""date"":""2026-05-26"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R002236,"{""record_id"":""R002236"",""employee_id"":""E0021"",""event_id"":""EV_008"",""date"":""2026-05-27"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R002237,"{""record_id"":""R002237"",""employee_id"":""E0025"",""event_id"":""EV_039"",""date"":""2026-05-27"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002238,"{""record_id"":""R002238"",""employee_id"":""E0031"",""event_id"":""EV_040"",""date"":""2026-05-27"",""due_date"":"""",""status"":""dropped"",""completion_pct"":15,""score"":"""",""feedback_rating"":""1"",""assigned_by"":""self""}"
history,R002239,"{""record_id"":""R002239"",""employee_id"":""E0044"",""event_id"":""EV_009"",""date"":""2026-05-27"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""78"",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002240,"{""record_id"":""R002240"",""employee_id"":""E0118"",""event_id"":""EV_037"",""date"":""2026-05-27"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""manager""}"
history,R002241,"{""record_id"":""R002241"",""employee_id"":""E0180"",""event_id"":""EV_036"",""date"":""2026-05-27"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""2"",""assigned_by"":""self""}"
history,R002242,"{""record_id"":""R002242"",""employee_id"":""E0056"",""event_id"":""EV_033"",""date"":""2026-05-28"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002243,"{""record_id"":""R002243"",""employee_id"":""E0088"",""event_id"":""EV_008"",""date"":""2026-05-28"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R002244,"{""record_id"":""R002244"",""employee_id"":""E0109"",""event_id"":""EV_011"",""date"":""2026-05-28"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""self""}"
history,R002245,"{""record_id"":""R002245"",""employee_id"":""E0126"",""event_id"":""EV_004"",""date"":""2026-05-28"",""due_date"":""2026-06-18"",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""5"",""assigned_by"":""hr""}"
history,R002246,"{""record_id"":""R002246"",""employee_id"":""E0153"",""event_id"":""EV_036"",""date"":""2026-05-28"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":""3"",""assigned_by"":""self""}"
history,R002247,"{""record_id"":""R002247"",""employee_id"":""E0161"",""event_id"":""EV_032"",""date"":""2026-05-28"",""due_date"":"""",""status"":""no_show"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
history,R002248,"{""record_id"":""R002248"",""employee_id"":""E0166"",""event_id"":""EV_037"",""date"":""2026-05-28"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":"""",""feedback_rating"":"""",""assigned_by"":""self""}"
history,R002249,"{""record_id"":""R002249"",""employee_id"":""E0078"",""event_id"":""EV_035"",""date"":""2026-05-29"",""due_date"":"""",""status"":""completed"",""completion_pct"":100,""score"":""84"",""feedback_rating"":""2"",""assigned_by"":""self""}"
history,R002250,"{""record_id"":""R002250"",""employee_id"":""E0188"",""event_id"":""EV_022"",""date"":""2026-05-29"",""due_date"":"""",""status"":""declined"",""completion_pct"":0,""score"":"""",""feedback_rating"":"""",""assigned_by"":""manager""}"
